standard_inchi_key	smiles	pathway_results	superclass_results	class_results	is_glycoside	model_version
WOCMOPRAFKEPAY-BYNJWEBRSA-N	OC1=C(CCCCCCCCCCCCC(C)CC)C=C(OC/C=C(CC/C=C(C)/C)\C)C=C1OC	Terpenoids			false	npclassifier.gnps2.org@2026-09-07
WOFFENQLRMDHKE-VHWRYTFUSA-N	CC[C@@H]1OC(=O)[C@H](C)C(=O)[C@](O)(CO)C\C(OC)=C\[C@@H](C)CC(=C)\C=C1/C	Polyketides	Macrolides	Erythromycins	false	npclassifier.gnps2.org@2026-09-07
WOGFDKAZQFMVBX-AJSBUHFISA-N	CC(=O)N(C)[C@H]1[C@@H](C2=CN(C3=C2C(=CC=C3)O)C(=O)C4=CC=CC=C4NC(=O)[C@@H]5CCCN5C1=O)O	Alkaloids|Amino acids and Peptides			false	npclassifier.gnps2.org@2026-09-07
WOISDAHQBUYEAF-QIQXJRRPSA-N	CC[C@@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C[C@H](C)[C@H]1[C@@H](C(=O)O1)C)O	Polyketides	Linear polyketides	Open-chain polyketides	false	npclassifier.gnps2.org@2026-09-07
WOUDXEYYJPOSNE-VKZDFBPFSA-N	[H][C@](O)([C@@](C)(O)CO)[C@@]12NC(=O)[C@@](O)(NC1=O)C(=C)CCO2	Alkaloids|Amino acids and Peptides			false	npclassifier.gnps2.org@2026-09-07
WPICPWIIIBCXCV-NJGWPHBESA-N	[H][C@](C)(NC(=O)C1=C(O)C2=C(C=C1C)[C@H](O[C@@H]1O[C@H](C)[C@H](NC)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]1O)[C@@H](O)C1=CC3=C(C(O)=C21)C(=O)C1=C(C(O)=CC(OC)=C1)C3=O)C(O)=O	Polyketides	Polycyclic aromatic polyketides	Angucyclines	true	npclassifier.gnps2.org@2026-09-07
WPLOVIFNBMNBPD-UHFFFAOYSA-N	NC(CC1=CNC2=C1C=CC=C2)C(NC(CCCCN)C(NC(CSCC(C(NC(C5C)C(N4C(C(NC([H])C(NC(CS5)C(NC(C(C)C)C(NC(C6C)C(NC([H])C(NC(C)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C(NC(CS6)C(NC(CC7=CC=CC=C7)C(NC(CC(C)C)C(NC(CCC(N)=O)C(NC(C8C)C(NC(CC(C)C)C(NC(C9C)C(NC(CS8)C(NC(CC(N)=O)C(NC(CS9)C(NC(CCCCN)C(NC(C(CC)C)C(NC(C(NC(CCCCN)C(O)=O)=O)=C)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=CC)=O)=O)=O)=O)=O)=O)=O)=O)=O)CCC4)=O)=O)NC3=O)C(NC(CCC(O)=O)C(NC(C(NC3CC(C)C)=O)=C)=O)=O)=O)=O	Amino acids and Peptides	Oligopeptides	RiPPs-Lanthipeptides	false	npclassifier.gnps2.org@2026-09-07
WPMGNXPRKGXGBO-OFQQMTDKSA-N	C[C@H]1/C=C/[C@H]([C@H](CCCC[C@H](OC(=O)[C@H]([C@@]2([C@@H]([C@H]([C@@H]([C@H]1O2)C)O)OC)O)C)C3=CC=CC=C3)OC)OC	Polyketides	Macrolides	Macrolide lactones	true	npclassifier.gnps2.org@2026-09-07
WPTNAUSWAFRXSQ-UHFFFAOYSA-N	CC1=C2C(=CO1)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)OC)O	Polyketides	Naphthalenes	Naphthoquinones	false	npclassifier.gnps2.org@2026-09-07
WQBJMULJHJGKBM-MSRGAVKGSA-N	C/C=C/CCC(=O)C1=C([C@]2([C@H]3/C(=C(\C=C\C=C\C)/O)/C(=C(C(=O)[C@]3(O[C@]2([C@@](C1=O)(C)O)O)C)C)O)C)O	Polyketides	Aromatic polyketides	Sorbicilinoids	true	npclassifier.gnps2.org@2026-09-07
WQBVZBBQNNMLLX-YFFNFLMJSA-N	C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC2=CC=C(C=C2)/C=C/[N+]#[C-])O)O)NC(=O)C				true	npclassifier.gnps2.org@2026-09-07
WQENHTBYSXNZOC-QOFKYMNVSA-N	CC(=O)N[C@H]1[C@@H](OC/C(CO)=C2\CC(C)(C)C[C@H]3[C@@H](C)CC[C@H]23)O[C@H](CO)[C@@H](O)[C@@H]1O	Terpenoids	Sesquiterpenoids		true	npclassifier.gnps2.org@2026-09-07
WQVGBSKXYMJWPC-MHJWUGSZSA-N	CCCCCC1=NN(C(=O)CCOC(=O)[C@H](C)OC(=O)C/C=C/CCCCCCCC(Cl)Cl)O[C@H](CCCCC)C1				false	npclassifier.gnps2.org@2026-09-07
WQVJHHACXVLGBL-NARAKGNPSA-N	CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O	Amino acids and Peptides	Oligopeptides	Cyclic peptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
WQXNXVUDBPYKBA-YFKPBYRVSA-N	CC1=NCC[C@H](N1)C(=O)O	Amino acids and Peptides	Small peptides	Aminoacids	false	npclassifier.gnps2.org@2026-09-07
WRARFMLYIOUCLD-LHTGRSOQSA-N	[H]C(Br)CCC[C@H]1CCCC[C@H](C)[C@@H](OC(N)=O)C2=CC(O)=C([C@@H](CCCC([H])Br)CCCC[C@H](C)[C@@H](OC(N)=O)C3=CC(O)=C1C(O)=C3)C(O)=C2	Polyketides	Alkylresorcinols	Dialkylresorcinols	false	npclassifier.gnps2.org@2026-09-07
WRAVXSOFTDSTQL-AXJSPUEBSA-N	CC=C(C)[C@@H]([C@@H]([C@H]1[C@H]([C@@H]([C@H](CCCC[C@H]2[C@@](O2)([C@@H]3[C@H]([C@@H]4[C@@H](C[C@@H](C[C@@H]4[C@@H]5[C@H]3O5)C)C)C(=C6C(=O)CN1OC6=O)O)C)C)O)O)O)O	Polyketides			false	npclassifier.gnps2.org@2026-09-07
WRGXHKIMQGIAGX-CTSXJKPTSA-N	C[C@@H]1[C@H](C[C@@H]2[C@]3(CC[C@@H]([C@@]([C@@H]3CC[C@@]2([C@H]1CCO)C)(C)COC(=O)C4=C(C=CC(=C4)Cl)NC)O)C)OC	Terpenoids	Diterpenoids	Labdane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
WRQCDTBWGNVZFM-RZNIIMBFSA-N	CCCCCCCCCC(O)CC(=O)N[C@H](C(=O)N[C@H](CO)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@H]1CCCN(O)C1=O)[C@@H](C)O)[C@@H](O)C(=O)O)[C@H](O)C(=O)O	Amino acids and Peptides	Oligopeptides	Linear peptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
WRRADDIJVYJTHS-YQMKTEAKSA-N	CC(NC(CC1=CC=C(O)C=C1)C(NC(CCC(O)=O)C(NC2C(NC(C(NC(C(NC(C(N3C(C(N[C@@H](COC(CCC4NC(C(N5)CC6=CNC7=CC=CC=C67)=O)=O)C(NC(CC(OC2)=O)C5=O)=O)=O)CCC3)=O)CC(C=C8)=CC=C8O)=O)CCCCNC(CCC(NC4=O)C(NC(CC9=CC=C(O)C=C9)C(O)=O)=O)=O)=O)CCCNC(N)=N)=O)=O)=O)=O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
WRXAWETXNFOKFQ-VSGXLYRTSA-N	COC1=C(C[C@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)NC(=O)O)[C@@H](O)C(=O)O)COC(=O)CNC(=O)[C@H](CC(C)C)NC2=O)C=CC(O)=C1	Amino acids and Peptides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
WSBASKMWDAUNEI-OGOUPESXSA-N	C[C@@H]1C/C=C/CCCCC(=O)CC2=CC(=CC(=C2C(=O)O1)O)O	Polyketides	Macrolides	Zearalenones	false	npclassifier.gnps2.org@2026-09-07
WSCOCOSDPASNLN-KWFINCGOSA-N	CCCCCCCCCCC[C@H]1CC(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N3CCC[C@@H]3C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N4CC[C@H]([C@H]4C(=O)N[C@@H](C(=O)O1)[C@@H](C(=O)O)O)O)CO)[C@@H](C(=O)O)O)CCCN=C(N)N)CO	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
WSDCKSMAFSJOAH-ASRQIJNFSA-N	CC1C(=O)/C(=C/[C@@H]2[C@H](CCC3=C(O2)C(=CC(=C3)O)NC1=O)O)/C	Polyketides	Macrolides	Ansa macrolides	false	npclassifier.gnps2.org@2026-09-07
WSTRDWSKWNQIIM-FNDDQVHMSA-N	C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]3([C@@H](C=C2)/C(=C\C[C@@H](/C(=C/[C@@H]4[C@H](C=C(CC45C(=O)C(=C(O5)O)C3=O)C=O)O)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O)C	Polyketides	Macrolides	Spirotetronate macrolides	true	npclassifier.gnps2.org@2026-09-07
WSUGGLXIPUHOSG-QOMLVTEJSA-N	[H][C@]12C[C@@H](C)[C@@H](CC)[C@]1([H])C=C[C@]1([H])[C@H]3C\C=C/C(=O)NCCC[C@@H]4NC(=O)C(=C4O)C(=O)\C=C\[C@@H]3C[C@]21[H]	Amino acids and Peptides|Polyketides	Macrolides	Macrocyclic tetramic acids	false	npclassifier.gnps2.org@2026-09-07
WTHPKNLNQHMHLV-UHFFFAOYSA-N	COC(=O)C1=C(C(=CN1C)C1=CNC2=CC=C(Cl)C=C12)C1=CNC2=CC=C(Cl)C=C12	Alkaloids	Tryptophan alkaloids	Simple indole alkaloids	false	npclassifier.gnps2.org@2026-09-07
WTIJXIZOODAMJT-DHFGXMAYSA-N	CC1=CC=C(N1)C(=O)O[C@H]2[C@H]([C@@H](OC([C@@H]2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CNC(=C5C)C(=O)NC6=C(C7=C(C(=C(C=C7)O[C@H]8[C@@H]([C@@H]([C@H](C(O8)(C)C)OC)OC(=O)C9=CC=C(N9)C)O)C)OC6=O)O)O)C)O	Shikimates and Phenylpropanoids	Coumarins	Simple coumarins	true	npclassifier.gnps2.org@2026-09-07
WTINGRXDSLFUKC-GGENCQROSA-N	CCCCCCC[C@@H](O)CC(N[C@H](CC(C)C)C(N[C@H](CC(O)=O)C(N[C@@H](C(N[C@@H]([C@H](C)CC)C(N[C@@H](C(N[C@H](CCC(N)=O)C(N[C@@H](C(N[C@H]1CC(C)C)=O)COC([C@H]([C@H](CC)C)NC([C@@H](CO)NC([C@H](CC(C)C)NC1=O)=O)=O)=O)=O)=O)CC(C)C)=O)=O)CCC(N)=O)=O)=O)=O	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides|Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
WTMASHWTLVHXAV-OQOVWUBXSA-N	CCCC1OC1C(=O)N[C@@H](CO)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC1=O)C1=CC=C(O)C=C1)[C@H](OP(O)(O)=O)C(N)=O)C(C)CC(O)=O	Amino acids and Peptides|Polyketides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
WTPCCOAKKCTBIB-PLYROHNOSA-N	O=C(NC(C(O)=O)C)C1=CSC(C2=CSC(C3=NC(C4=CSC(C(CSC(C5=CNC6=C5C=CC=C6)=O)NC7=O)=N4)=C(C8=NC(C(NC(C(C)O)C(N/C(C9=NC(C(NC(C%10=NC7CS%10)C(O)C)=O)=CS9)=C\C)=O)=O)=CS8)C=C3)=N2)=N1	Amino acids and Peptides	Oligopeptides	Cyclic peptides|RiPPs-Thiopeptides	false	npclassifier.gnps2.org@2026-09-07
WUAWZDOENUVJNH-VTLKVFOBSA-N	C/C=C/C[C@H]1C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N([C@H]2C[C@@H]([C@H](N(C2=O)[C@H](C(=O)N1)CC(C)C)O)C)C)C)CC3=CC(=C(C=C3)O)[N+](=O)[O-])CC(C)C)C)CC4=CN(C5=CC=CC=C54)C(C)(C)C=C	Amino acids and Peptides	Oligopeptides	Cyclic peptides|Depsipeptides	false	npclassifier.gnps2.org@2026-09-07
WUJTXMVGXDQPNN-OTQKCRDJSA-N	NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)NCCC[C@H](N)CC(=O)N[C@@H]1[C@H](O)[C@@H](OC(N)=O)[C@@H](CO)O[C@H]1\N=C1\N[C@H]2[C@H](N1)C(=O)NC[C@H]2O	Carbohydrates	Nucleosides	Streptothricins and derivatives	false	npclassifier.gnps2.org@2026-09-07
WUPSJTQKGFMDON-QCTZMLGRSA-N	CC[C@H](C)CCCCCCCCCCC(=O)N[C@H]1C[C@@H]([C@@H](NC(=O)[C@H]2[C@@H]([C@@H](CN2C(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]3C[C@@H](CN3C(=O)[C@H](NC1=O)[C@H](C)O)O)[C@H]([C@H](C4=CC=C(C=C4)O)O)O)CO)C)O)O)O	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
WURHYYVGSNJERR-FXIZTZTPSA-N	CC(C)C[C@@H]1NC(=O)[C@@H]2CC(=O)O[C@H](C)[C@H](NC(=O)[C@H](CC3=C[NH]C4=CC=CC=C34)NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](C)N)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@H]3CCCCNC(=O)C[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CCC(=O)OC[C@H](NC(=O)[C@@H]4CCCC4C(=O)[C@H](CC4=CC=CC=C4)NC3=O)C(=O)N2)NC1=O	Amino acids and Peptides	Oligopeptides	Cyclic peptides|Depsipeptides|RiPPs-Lanthipeptides|RiPPs-Lasso peptides	false	npclassifier.gnps2.org@2026-09-07
WURUSNYKHDFEDN-IWJSOISVSA-N	C/C=C(\C)[C@@H]1C(C)=C[C@]2(C)C[C@H](C)CC[C@H]2[C@@H]1C(=O)C1=C[C@@](CC2=CC=CC=C2)(OC)NC1=O	Amino acids and Peptides|Polyketides	Cyclic polyketides	3-Decalinoyltetramic acids	false	npclassifier.gnps2.org@2026-09-07
WURUSNYKHDFEDN-JJOBWUIXSA-N	C/C=C(\C)[C@@H]1C(C)=C[C@]2(C)C[C@H](C)CC[C@H]2[C@@H]1C(=O)C1=C[C@](CC2=CC=CC=C2)(OC)NC1=O	Amino acids and Peptides|Polyketides	Cyclic polyketides	3-Decalinoyltetramic acids	false	npclassifier.gnps2.org@2026-09-07
WUXSZVRSSSITPJ-LHXUXNRLSA-N	NC(=N)NCCC[C@@H](NC(=O)C[C@H](O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)[C@H](O)CC1=CC=CC=C1)C(=O)N[C@H]([C@H](O)C1=CC=CC=C1)C(O)=O	Amino acids and Peptides	Oligopeptides	Linear peptides	false	npclassifier.gnps2.org@2026-09-07
WVAXKHYCMQJANQ-YHJNQPEYSA-N	CC1=C[C@@H]2/C=C(\C)CC[C@@H](O)[C@@H](O)CCC(=O)[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C	Alkaloids	Pseudoalkaloids	Cytochalasan alkaloids	false	npclassifier.gnps2.org@2026-09-07
WVIUOSJLUCTGFK-JUJPXXQGSA-N	CC1=C(C(=CC=C1)O)C(=O)OC[C@]2([C@H]([C@@H]([C@]([C@@]2(C)O)([C@H](C)O)NC(=O)N(C)C)N)NC3=CC=CC(=C3)C(=O)C)O	Terpenoids			false	npclassifier.gnps2.org@2026-09-07
WVJFAKMMDQFEDM-UZGFQBTNSA-N	C[C@H]([C@H]1C(=O)NC[C@@H](C(=O)N[C@@H](C[C@H](CC(=O)N[C@H]2CC3=CN(C[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)[C@H](C(=O)N)O)CC(=O)N)NC(=O)[C@@H](NC(=O)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@H](C)O)CO)CC4=CC=CC=C4)[C@H](/C=C(\C)/C=C/C5=CC=CC=C5)O)CO)C=[N+]3[C@H]6[C@@H]([C@H]([C@H]([C@H](O6)CO)O)O)O)O)C(=O)[O-])O)C7=CC=C(C=C7)Br	Amino acids and Peptides	Oligopeptides	Cyclic peptides	false	npclassifier.gnps2.org@2026-09-07
WVJSFRYGZMBJOD-CBAPKCEASA-N	CC[C@H](C)[C@H](NC(=O)NCCCC(=O)O)C(=O)O	Amino acids and Peptides	Small peptides	Dipeptides	false	npclassifier.gnps2.org@2026-09-07
WVQCUPZVEGKBBJ-UHFFFAOYSA-O	COC(=O)C1=CC2=C[N+](C)=C3C(N)=C(Cl)C(=N)C(=C23)[NH]1	Alkaloids	Tryptophan alkaloids	Pyrroloquinoline alkaloids	false	npclassifier.gnps2.org@2026-09-07
WVWLVCDDGMCFRA-YCCYKBMMSA-N	[H][C@@](NC(=O)[C@H](NC(=O)C(\NC(=O)[C@]([H])(NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCO)NC(=O)CNC(=O)[C@H](CC=N)NC(=O)[C@@H](CO)NC(=O)C[C@@H](O)[C@@H](O)CCCCCCCCCCCC)[C@@H](C)O)=C\C)[C@@H](O)C(O)=O)([C@@H](O)CCl)C(O)=O	Amino acids and Peptides	Oligopeptides	Lipopeptides	false	npclassifier.gnps2.org@2026-09-07
WVYIXBYYAHYOIW-KQNCPTOESA-N	COC1=C(O)C=C2C[C@H](N(CC2=C1O)C(=O)[C@@H](N)CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)CO)C(O)=O	Amino acids and Peptides			false	npclassifier.gnps2.org@2026-09-07
WWIDEZOUVSJVHS-LWQULZAOSA-N	CC[C@@H]1[C@]([C@@H]2[C@H](O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)(CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)O	Polyketides	Macrolides	Tylosins	true	npclassifier.gnps2.org@2026-09-07
WWJFFVUVFNBJTN-VHDFTHOZSA-N	[H][C@@](N)(C(=O)N[C@]([H])(C(O)=O)[C@@]1([H])O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O)[C@]([H])(C)[C@]([H])(O)C1=NC=C(O)C=C1	Alkaloids	Nicotinic acid alkaloids|Histidine alkaloids	Imidazole alkaloids|Pyridine alkaloids	false	npclassifier.gnps2.org@2026-09-07
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	C[C@H]1[C@H]([C@@]23C(=O)C4=C([C@@H]([C@@]2(O3)[C@H]([C@@]1(C(=O)[C@H]5[C@@H](O5)C)O)O)OC)C(=CC=C4)OC)O	Polyketides			false	npclassifier.gnps2.org@2026-09-07
WWSYXEZEXMQWHT-WNWIJWBNSA-N	COc1cc2c(c3c1c4c(c(=O)o3)C(=O)CC4)[C@@H]5CCO[C@@H]5O2	Polyketides	Chromanes	Aflatoxins	false	npclassifier.gnps2.org@2026-09-07
WWUVMHRJRCRFSL-YFQVXFPISA-N	COC1CC(=O)NC2=CC(=O)C=C(CC\C=C(C)/C(O)C(C)C(C\C=C\C=C\C=C\1)OC(=O)C(C)NC(=O)C1CCCCC1)C2=O	Polyketides	Macrolides	Ansa macrolides	false	npclassifier.gnps2.org@2026-09-07
WWWYMYPACSXBTM-GVYUJTEBSA-N	C[C@H](NC(=O)C(=C)NC(=O)C1=CSC(=N1)C1=NC2=C(C=C1)C1=NC(=C(C)O1)C(=O)N[C@@H](CC(N)=O)C1=NC(=CS1)C(=O)N[C@@H](CC1=CC=CC=C1)C1=N[C@@H](CS1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C1=NC(=CS1)C1=NC2=CS1)C(=O)N1CCC[C@H]1C(=O)NC(=C)C(=O)NC(=C)C(N)=O	Amino acids and Peptides	Oligopeptides	RiPPs-Thiopeptides	false	npclassifier.gnps2.org@2026-09-07
WXBFTDAYFIQSSK-LLVKDONJSA-N	O=C1NC(CC2=CC=CC=C2)=CN=C1[C@H](C)CC	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	false	npclassifier.gnps2.org@2026-09-07
WXEQFJUHQIGKNG-MZNRBSSJSA-N	O[C@](CC(NCC(O)=O)=C/1OC)(CO)CC1=N/[C@@H](CO)C(O)=O	Amino acids and Peptides|Shikimates and Phenylpropanoids	Mycosporine derivatives	Mycosporine and Mycosporine-like amino acids	false	npclassifier.gnps2.org@2026-09-07
WXNGUMYXVIWRMY-JZBCTFGYSA-N	C/C/1=C\C(=O)C/C(=C/CC(=O)/C(=C/[C@@H]2[C@@H](C2(C)C)CC1)/C)/C	Terpenoids	Diterpenoids	Casbane diterpenoids	false	npclassifier.gnps2.org@2026-09-07
WXWWNANFOZVVLD-UHFFFAOYSA-N	CC(C)CC1=C(O)N(=O)=C(CC(C)C)C(O)=N1=O	Alkaloids|Amino acids and Peptides	Tetramate alkaloids|Peptide alkaloids	Pyrazine and Piperazine alkaloids	false	npclassifier.gnps2.org@2026-09-07
WYJBRAYCUYLRLL-UHFFFAOYSA-N	NCCCCCNC(=O)CCC(=O)N(O)CCCCCN(O)C(=O)CCC(O)=O	Fatty acids	Fatty amides	N-acyl amines	false	npclassifier.gnps2.org@2026-09-07
WYRYRHFKSQKGHJ-FRKPEAEDSA-N	C/C=C(\C)/C(=O)OC1C(OC(CC1O)C2=C(C3=C(C=C2)C(C4CC5C(C(=O)C(=C(C5(C(=O)C4=C3O)OC)O)C(=O)N)OC(=O)C6=CC=CC=C6O)(C)OC)O)C	Polyketides	Polycyclic aromatic polyketides	Angucyclines	false	npclassifier.gnps2.org@2026-09-07
WYVQJMXTYHVYFT-UHFFFAOYSA-N	C1=CC(=C(C(=C1)O)O)C2=NC(=CS2)C(=O)N(CCC3=CN=CN3)O	Alkaloids	Histidine alkaloids	Imidazole alkaloids	false	npclassifier.gnps2.org@2026-09-07
WYWHKKSPHMUBEB-UHFFFAOYSA-N	C1=NC2=C(N1)C(=S)N=C(N2)N	Alkaloids	Pseudoalkaloids	Purine alkaloids	false	npclassifier.gnps2.org@2026-09-07
WYZWZEOGROVVHK-UHFFFAOYSA-N	CC1CC2OC2C=CC=CC(=O)CC2=C(C(O)=CC(O)=C2Cl)C(=O)O1	Polyketides	Macrolides	Zearalenones	false	npclassifier.gnps2.org@2026-09-07
WZJPGCHCOHYLMB-UHFFFAOYSA-N	CC1=NC=C(O1)C2=CNC3=CC=CC=C32	Alkaloids	Tyrosine alkaloids	Pimprinine alkaloids	false	npclassifier.gnps2.org@2026-09-07
WZPBZJONDBGPKJ-VEHQQRBSSA-N	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)[NH3+]	Amino acids and Peptides	β-lactams	Cephalosporins	false	npclassifier.gnps2.org@2026-09-07
WZTSFFJSAFHTNQ-IFBMCOSOSA-N	CC1(C)C(=O)C=C[C@@]2(C)[C@H]1CC[C@@]13C[C@@]4(C)C=C5C(=O)OC[C@]51[C@]1(CO1)[C@H](C4=O)[C@@]23O	Polyketides|Terpenoids	Meroterpenoids	Tetraketide meroterpenoids	false	npclassifier.gnps2.org@2026-09-07
WZUBQUSSGYCRFH-VTLUBLOASA-N	COC(=O)/C=C(\OC)[C@H](C)[C@H](/C=C/C1=CSC(CCCCCC(C)C)=N1)OC	Amino acids and Peptides|Polyketides	Linear polyketides	Melithiazole and Myxothiazole derivatives	false	npclassifier.gnps2.org@2026-09-07
WZUFZZRYXAGLOG-AHOYVFNOSA-N	CC1=C(O[C@](C1=O)(C[C@@H]2C(=C)CC[C@@H]3[C@@]2(CC[C@H]([C@@]3(C)CCC=C(C)C)O)C)C(=O)OC)C	Polyketides|Terpenoids	Meroterpenoids	Tetraketide meroterpenoids	false	npclassifier.gnps2.org@2026-09-07
WZUFZZRYXAGLOG-ZPDDIMPJSA-N	CC1=C(O[C@@](C1=O)(C[C@@H]2C(=C)CC[C@@H]3[C@@]2(CC[C@H]([C@@]3(C)CCC=C(C)C)O)C)C(=O)OC)C	Polyketides|Terpenoids	Meroterpenoids	Tetraketide meroterpenoids	false	npclassifier.gnps2.org@2026-09-07
WZVRXEOKWMIDDV-APHGSVRASA-N	[H]C12CC(N(C(=O)[C@H](NC(=O)C(O)CC3=CC=C(O)C=C3)[C@H](C)CC)C1([H])CC(CC2)OS(O)(=O)=O)C(=O)NCCCCNC(N)=N	Amino acids and Peptides	Oligopeptides	Aeruginosins|Linear peptides	false	npclassifier.gnps2.org@2026-09-07
WZZGVUSWZMBPPL-UHFFFAOYSA-N	CCCC1=C(C(=O)NC2=C1C(=O)C3=C(C2=O)NC(=O)C(=C3CCC)C)C	Alkaloids			false	npclassifier.gnps2.org@2026-09-07
XAANSONIBUCODQ-UHFFFAOYSA-N	OC1=CC=CC=C1C(=O)C1=C(N2C(Cl)=C(Cl)C(Br)=C2C(=O)C2=CC=CC=C2O)C(Cl)=C(Cl)N1	Alkaloids	Proline alkaloids	Pyrrole alkaloids	false	npclassifier.gnps2.org@2026-09-07
XADGCRVOLDLTQY-UHFFFAOYSA-N	COC1=C(O)C=CC(C(=O)C(C)O)=C1	Shikimates and Phenylpropanoids			false	npclassifier.gnps2.org@2026-09-07
XAFPRZLPXLWCEC-ZWHPMLCPSA-N	[H]C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)OC(CC(O)=O)[C@]1([H])[C@@H](CCN1C(=O)[C@@H](N)C(C)CC)OC(C)=O	Amino acids and Peptides	Small peptides		false	npclassifier.gnps2.org@2026-09-07
