standard_inchi_key	cid	aid	assay_name	assay_type	depositor	activity_outcome	activity_name	activity_value_um	target_accession	reference
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794755	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794756	NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794757	NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794758	NCI human tumor cell line growth inhibition assay. Data for the SF-295 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794759	NCI human tumor cell line growth inhibition assay. Data for the SF-268 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794760	NCI human tumor cell line growth inhibition assay. Data for the DU-145 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794761	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794763	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794764	NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794765	NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794766	NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794767	NCI human tumor cell line growth inhibition assay. Data for the SN12C Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794768	NCI human tumor cell line growth inhibition assay. Data for the UO-31 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794769	NCI human tumor cell line growth inhibition assay. Data for the TK-10 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794771	NCI human tumor cell line growth inhibition assay. Data for the ACHN Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794772	NCI human tumor cell line growth inhibition assay. Data for the CAKI-1 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794773	NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794774	NCI human tumor cell line growth inhibition assay. Data for the A498 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794775	NCI human tumor cell line growth inhibition assay. Data for the 786-0 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794776	NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794777	NCI human tumor cell line growth inhibition assay. Data for the K-562 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794778	NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794779	NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794780	NCI human tumor cell line growth inhibition assay. Data for the SR Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794781	NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794782	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794783	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-5 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794784	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-4 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794785	NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794786	NCI human tumor cell line growth inhibition assay. Data for the IGROV1 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794787	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794788	NCI human tumor cell line growth inhibition assay. Data for the HS 578T Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794789	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794790	NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Ovarian cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794792	NCI human tumor cell line growth inhibition assay. Data for the T-47D Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794793	NCI human tumor cell line growth inhibition assay. Data for the BT-549 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794794	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Melanoma cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794795	NCI human tumor cell line growth inhibition assay. Data for the SW-620 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794796	NCI human tumor cell line growth inhibition assay. Data for the MCF7 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794798	NCI human tumor cell line growth inhibition assay. Data for the HCT-116 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794799	NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	1794800	NCI human tumor cell line growth inhibition assay. Data for the KM12 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	19	NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	19	NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	21	NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	21	NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	2202374	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-468 Breast cell line, single concentration	Screening	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	2202375	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-468 Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	23	NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	23	NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	25	NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	25	NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	29	NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	29	NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	3	NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	3	NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	31	NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	31	NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	33	NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	33	NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	35	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	35	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	37	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	37	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	39	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	39	NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	41	NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	41	NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	43	NCI human tumor cell line growth inhibition assay. Data for the DU-145 Prostate cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	43	NCI human tumor cell line growth inhibition assay. Data for the DU-145 Prostate cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	45	NCI human tumor cell line growth inhibition assay. Data for the SF-268 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	45	NCI human tumor cell line growth inhibition assay. Data for the SF-268 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	47	NCI human tumor cell line growth inhibition assay. Data for the SF-295 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	47	NCI human tumor cell line growth inhibition assay. Data for the SF-295 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	49	NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	49	NCI human tumor cell line growth inhibition assay. Data for the SF-539 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	5	NCI human tumor cell line growth inhibition assay. Data for the NCI-H322M Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	5	NCI human tumor cell line growth inhibition assay. Data for the NCI-H322M Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	53	NCI human tumor cell line growth inhibition assay. Data for the SNB-19 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	53	NCI human tumor cell line growth inhibition assay. Data for the SNB-19 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	55	NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	55	NCI human tumor cell line growth inhibition assay. Data for the SNB-75 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	59	NCI human tumor cell line growth inhibition assay. Data for the U251 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	59	NCI human tumor cell line growth inhibition assay. Data for the U251 Central Nervous System cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	65	NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	65	NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	67	NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	67	NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	7	NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	7	NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	71	NCI human tumor cell line growth inhibition assay. Data for the HCT-15 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	71	NCI human tumor cell line growth inhibition assay. Data for the HCT-15 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	73	NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	73	NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	77	NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	79	NCI human tumor cell line growth inhibition assay. Data for the HCT-116 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	79	NCI human tumor cell line growth inhibition assay. Data for the HCT-116 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	81	NCI human tumor cell line growth inhibition assay. Data for the SW-620 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	81	NCI human tumor cell line growth inhibition assay. Data for the SW-620 Colon cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	83	NCI human tumor cell line growth inhibition assay. Data for the MCF7 Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	83	NCI human tumor cell line growth inhibition assay. Data for the MCF7 Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	85	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	85	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Melanoma cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	87	NCI human tumor cell line growth inhibition assay. Data for the MDA-N Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	89	NCI human tumor cell line growth inhibition assay. Data for the BT-549 Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	89	NCI human tumor cell line growth inhibition assay. Data for the BT-549 Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	9	NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	9	NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	91	NCI human tumor cell line growth inhibition assay. Data for the T-47D Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	91	NCI human tumor cell line growth inhibition assay. Data for the T-47D Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	93	NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Ovarian cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	93	NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Ovarian cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	95	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	95	NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	97	NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	97	NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	99	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Ovarian cell line	Confirmatory	DTP/NCI	Active				
WWNXYRCJJRRWAQ-ALCXHWRFSA-N	403671	99	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Ovarian cell line	Confirmatory	DTP/NCI	Active				
WWSYXEZEXMQWHT-WNWIJWBNSA-N	2724360	1259407	CCRIS mutagenicity studies	Other	22070	Active				
WWSYXEZEXMQWHT-WNWIJWBNSA-N	2724360	1259408	GENE-TOX mutagenicity studies	Other	22071	Active				
WWSYXEZEXMQWHT-WNWIJWBNSA-N	2724360	1259411	CCRIS carcinogenicity studies	Other	22070	Active				
WXBFTDAYFIQSSK-LLVKDONJSA-N	153449252		(no assay data)							
WXNGUMYXVIWRMY-JZBCTFGYSA-N	46186115		(no assay data)							
WYRYRHFKSQKGHJ-FRKPEAEDSA-N	54702959		(no assay data)							
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	103	NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Ovarian cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1030	qHTS Assay for Inhibitors of Aldehyde Dehydrogenase 1 (ALDH1A1)	Confirmatory	NCGC	Inconclusive	Potency	39.8107	AAP35567	
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	109	NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Ovarian cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	111	NCI human tumor cell line growth inhibition assay. Data for the P388 Leukemia cell line	Confirmatory	DTP/NCI	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117298	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 2 green channel	Confirmatory	NCGC	Inactive	AC50	22.3872		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117301	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 1 blue channel	Confirmatory	NCGC	Inactive	AC50	2.8184		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117302	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen1 green channel	Confirmatory	NCGC	Inactive	AC50	12.5893		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117303	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 1 ratio channel	Confirmatory	NCGC	Inactive	AC50	0.71		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117304	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 2 blue channel	Confirmatory	NCGC	Inactive	AC50	39.8107		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117305	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus, Screen 2 ratio channel	Confirmatory	NCGC	Inactive	AC50	0.631		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117310	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen 2, green channel	Confirmatory	NCGC	Inactive	Ac50	22.3872		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117311	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen1, blue channel	Confirmatory	NCGC	Inactive	Ac50	2.81838		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117312	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen2, ratio channel	Confirmatory	NCGC	Inactive	Ac50	0.630957		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117314	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen 2, blue channel	Confirmatory	NCGC	Inactive	Ac50	39.8107		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117315	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen1, green channel	Confirmatory	NCGC	Inactive	Ac50	12.5893		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117318	qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen1, ratio channel	Confirmatory	NCGC	Inactive	Ac50	0.707946		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117322	RKO viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.3431		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117323	SNU-C1 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	4.40013		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117324	VEGF stimulated ADSC/ECFC co-culture nuclear area decrease (viability)-IC50	Confirmatory	846	Inactive	IC50	10		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117330	HT-29 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.04927		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117332	HCT116 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.13855		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117334	Colo320 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.37299		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117336	GSK3B-pretreated HCT116 viability from Cell TiterGlo-screen	Screening	846	Active				
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117337	VEGF stimulated ADSC/ECFC co-culture CD31-stained tube area decrease-IC50	Confirmatory	846	Active	IC50	0.6224		
WYWHKKSPHMUBEB-UHFFFAOYSA-N	2723601	1117338	SW480 viability from Cell TiterGlo-IC50	Confirmatory	846	Active	IC50	0.40237		
