standard_inchi_key	cid	aid	assay_name	assay_type	depositor	activity_outcome	activity_name	activity_value_um	target_accession	reference
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	894	qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase)	Confirmatory	NCGC	Active	Potency	14.1254	NP_000851	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	894	qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase)	Confirmatory	NCGC	Inconclusive	Potency	4.4668	NP_000851	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	894	qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase)	Confirmatory	NCGC	Active	Potency	11.2202	NP_000851	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	912	qHTS Assay for Anthrax Lethal Toxin Internalization	Confirmatory	NCGC	Inconclusive	Potency	15.8489	NP_652928	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	921	Cell Viability - LYMP2-001	Confirmatory	NCGC	Inconclusive	Potency	25.1189		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	921	Cell Viability - LYMP2-001	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	926	qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor	Confirmatory	NCGC	Inconclusive	Potency	25.1189	AAR07906	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	938	qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: Activators of Intracellular cAMP Concentrations in Parental HEK 293	Confirmatory	NCGC	Inconclusive	Potency	25.1189	AAR07906	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	946	MultiTox-Fluor Cytotoxicity Assay - LYMP1-001 - Dead Cells	Confirmatory	NCGC	Inconclusive	Potency	39.8107		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	946	MultiTox-Fluor Cytotoxicity Assay - LYMP1-001 - Dead Cells	Confirmatory	NCGC	Inconclusive	Potency	39.8107		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	964	Cell Viability - LYMP1-003 - Assay at 40 hr	Confirmatory	NCGC	Inconclusive	Potency	7.9433		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	964	Cell Viability - LYMP1-003 - Assay at 40 hr	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	967	Cell Viability - LYMP2-005	Confirmatory	NCGC	Inconclusive	Potency	1		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	968	Cell Viability - LYMP2-009	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	971	Cell Viability - LYMP2-015	Confirmatory	NCGC	Inconclusive	Potency	25.1189		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	972	Cell Viability - LYMP2-017	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	972	Cell Viability - LYMP2-017	Confirmatory	NCGC	Inconclusive	Potency	100		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	974	Cell Viability - LYMP2-021	Confirmatory	NCGC	Inconclusive	Potency	79.4328		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	980	Cell Viability - LYMP2-008	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	981	Cell Viability - LYMP2-010	Confirmatory	NCGC	Inconclusive	Potency	100		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	981	Cell Viability - LYMP2-010	Confirmatory	NCGC	Inconclusive	Potency	63.0957		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	985	Cell Viability - LYMP2-018	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	986	Cell Viability - LYMP2-020	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	987	Cell Viability - LYMP2-022	Confirmatory	NCGC	Inconclusive	Potency	39.8107		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	987	Cell Viability - LYMP2-022	Confirmatory	NCGC	Inconclusive	Potency	39.8107		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	988	Cell Viability - LYMP2-024	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	989	Cell Viability - LYMP2-026	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	994	Cell Viability - LYMP1-002 - Assay at 40 hr	Confirmatory	NCGC	Inconclusive	Potency	39.8107		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	994	Cell Viability - LYMP1-002 - Assay at 40 hr	Confirmatory	NCGC	Inconclusive	Potency	50.1187		
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	995	qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay	Confirmatory	NCGC	Inconclusive	Potency	39.8107	NP_002736	
MBMQEIFVQACCCH-QBODLPLBSA-N	5281576	995	qHTS Assay for Inhibitors of the ERK Signaling Pathway using a Homogeneous Screening Assay	Confirmatory	NCGC	Inactive	Potency	25.1189	NP_002736	
MBNLEZMNFKCZCT-LASRUHJTSA-N	146684880		(no assay data)							
MBPWQYMDPQWNIL-RYUDHWBXSA-N	9237955		(no assay data)							
MCNBCMMOFDOVFQ-KPWZZBQESA-N	6913170		(no assay data)							
MDUGEFRGUDVHQH-UHFFFAOYSA-N	9868865		(no assay data)							
MEBIEOPXFPLSPF-AKKMNRGHSA-N	10762085		(no assay data)							
MFKULZXCVOJWPJ-TUMYTAPPSA-N	132609742		(no assay data)							
MFMJBJLUIRYLLE-CTVFDYKESA-N	15694393		(no assay data)							
MHBQQDNEPQYCOS-CBQPQWBASA-N	3034237		(no assay data)							
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	119	NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line	Confirmatory	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	123	NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Leukemia cell line	Confirmatory	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1460	qHTS for Inhibitors of Tau Fibril Formation, Thioflavin T Binding	Confirmatory	NCGC	Active	Potency	15.8489	AAI14949	
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1468	qHTS for Inhibitors of Tau Fibril Formation, Fluorescence Polarization	Confirmatory	NCGC	Inconclusive	Potency	17.7828	AAI14949	
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1477	qHTS Assay for Compounds Blocking the Interaction Between CBF-beta and RUNX1 for the Treatment of Acute Myeloid Leukemia	Confirmatory	NCGC	Inconclusive	Potency	17.7828		
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1490	qHTS Assay for Inhibitors of Bacillus subtilis Sfp phosphopantetheinyl transferase (PPTase)	Confirmatory	NCGC	Inconclusive	Potency	17.7828	AAG24257	
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	155	NCI Yeast Anticancer Drug Screen. Data for the rad50 strain	Other	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	157	NCI Yeast Anticancer Drug Screen. Data for the mec2-1 strain	Other	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	161	NCI Yeast Anticancer Drug Screen. Data for the sgs1 mgt1 strain	Other	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	165	NCI Yeast Anticancer Drug Screen. Data for the cln2 rad14 strain	Other	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	167	NCI Yeast Anticancer Drug Screen. Data for the bub3 strain	Other	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	175	NCI Yeast Anticancer Drug Screen. Data for the mlh1 rad18 strain	Other	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794731	NCI human tumor cell line growth inhibition assay. Data for the NCI-H23 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794732	NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794733	NCI human tumor cell line growth inhibition assay. Data for the NCI-H322M Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794735	NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794736	NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794739	NCI human tumor cell line growth inhibition assay. Data for the NCI-H522 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794740	NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794742	NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794745	NCI human tumor cell line growth inhibition assay. Data for the M14 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794746	NCI human tumor cell line growth inhibition assay. Data for the HCT-15 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
MHMRAFONCSQAIA-UHFFFAOYSA-N	6870	1794748	NCI human tumor cell line growth inhibition assay. Data for the HT29 Non-Small Cell Lung cell line, single concentration	Screening	DTP/NCI	Active				
