organism_name	taxon_id	name_class	requested_by
Phlomis sintenisii	NCBITaxon:3864214	scientific name	lotus
Phlomis spinidens	NCBITaxon:3864215	scientific name	lotus
Phoebe clemensii	NCBITaxon:3864284	scientific name	lotus
Phoebe forbesii	NCBITaxon:3864287	scientific name	lotus
Pholidota articulata	NCBITaxon:861273	synonym	lotus
Pholidota chinensis	NCBITaxon:180499	synonym	lotus
Pholidota imbricata	NCBITaxon:141750	synonym	lotus
Phoma exigua var. exigua	NCBITaxon:79605	synonym	lotus
Phoma medicaginis	NCBITaxon:107450	synonym	lotus
Phoma terrestris	NCBITaxon:798162	synonym	lotus
Phoma wasabiae	NCBITaxon:118260	synonym	lotus
Phomatospora dinemasporium	NCBITaxon:3376905	scientific name	lotus
Phomopsis helianthi	NCBITaxon:158607	synonym	lotus
Phomopsis lithocarpi	NCBITaxon:1344039	synonym	lotus
Phonus mareoticus	NCBITaxon:123811	synonym	lotus
Phoradendron greggii	NCBITaxon:3864397	scientific name	lotus
Phoradendron tomentosum	NCBITaxon:3969	synonym	lotus
Phoriospongia	NCBITaxon:1779226	scientific name	lotus
Phormidium autumnale	NCBITaxon:128152	synonym	cyanometdb
Phormidium ectocarpi	NCBITaxon:1202	synonym	cyanometdb
Phormidium luridum	NCBITaxon:1421026	synonym	lotus
Phormidium nigroviride	NCBITaxon:482564	scientific name	lotus
Phormidium persicinum	NCBITaxon:945773	synonym	cyanometdb,lotus
Phormidium sp.	NCBITaxon:1199	scientific name	cyanometdb
Photinia serrulata	NCBITaxon:140999	synonym	lotus
Phragmites communis	NCBITaxon:29695	synonym	lotus
Phyllanthus eriocarpus	NCBITaxon:648869	synonym	lotus
Phyllanthus hohenackeri	NCBITaxon:3864815	scientific name	lotus
Phyllanthus lanceolarius	NCBITaxon:1036588	synonym	lotus
Phyllanthus macrophyllus	NCBITaxon:3864879	scientific name	lotus
Phyllanthus multilocularis	NCBITaxon:2794935	synonym	lotus
Phyllanthus sphaerogynus	NCBITaxon:544978	synonym	lotus
Phyllanthus thomsonii	NCBITaxon:3865120	scientific name	lotus
Phyllanthus velutinus	NCBITaxon:271536	synonym	lotus
Phyllocladus trichomanoides var. alpinus	NCBITaxon:120601	synonym	lotus
Phymaspermum montanum	NCBITaxon:3766647	scientific name	lotus
Phymaspermum parvifolium	NCBITaxon:3065565	scientific name	lotus
Physcomitrella patens	NCBITaxon:3218	synonym	lotus
Physeter macrocephalus	NCBITaxon:9755	scientific name	lotus
Physocarpus opulifolius var. intermedius	NCBITaxon:3879931	synonym	lotus
Physochlaina alaica	NCBITaxon:3759057	scientific name	lotus
Physospermum verticillatum	NCBITaxon:3759067	scientific name	lotus
Picea polita	NCBITaxon:130229	synonym	lotus
Pichia membranaefaciens	NCBITaxon:4926	synonym	lotus
Picris echioides	NCBITaxon:174463	synonym	lotus
Picrolemma huberi	NCBITaxon:3865334	scientific name	lotus
Picrorhiza scrophulariiflora	NCBITaxon:470706	synonym	lotus
Pierreodendron kerstingii	NCBITaxon:3865338	scientific name	lotus
Pieterfaurea unilobata	NCBITaxon:668502	scientific name	lotus
Piliostigma rufescens	NCBITaxon:653079	synonym	lotus
Pilocarpus goudotianus	NCBITaxon:3865706	scientific name	lotus
Pilocarpus grandiflorus	NCBITaxon:3865707	scientific name	lotus
Pilocarpus riedelianus	NCBITaxon:3865709	scientific name	lotus
Piloporia albomarginata	NCBITaxon:1185760	synonym	lotus
Piloselloides hirsuta	NCBITaxon:41622	synonym	lotus
Pilotrichella pandurifolia	NCBITaxon:245455	synonym	lotus
Pimelea elongata	NCBITaxon:3865932	scientific name	chebi_origins,lotus
Pimpinella etbaica	NCBITaxon:3398244	scientific name	lotus
Pimpinella javana	NCBITaxon:3865989	scientific name	lotus
Pimpinella wallichiana	NCBITaxon:3866025	scientific name	lotus
Pinanga polymorpha	NCBITaxon:400915	scientific name	lotus
Pinnasa volubilis	NCBITaxon:3737000	scientific name	lotus
Pinus abies	NCBITaxon:3329	synonym	lotus
Pinus montana	NCBITaxon:28528	synonym	lotus
Pinus pallasiana	NCBITaxon:1276514	synonym	lotus
Piper aleyreanum	NCBITaxon:3730721	scientific name	lotus
Piper boucheanum	NCBITaxon:2072276	scientific name	lotus
Piper chaba	NCBITaxon:130414	synonym	lotus
Piper coruscans	NCBITaxon:1569025	scientific name	lotus
Piper dactylostigmum	NCBITaxon:3731093	scientific name	lotus
Piper decurrens	NCBITaxon:3731104	scientific name	lotus
Piper fadyenii	NCBITaxon:3731216	scientific name	lotus
Piper falconeri	NCBITaxon:3731223	scientific name	lotus
Piper formosum	NCBITaxon:3731250	scientific name	lotus
Piper glaberrimum	NCBITaxon:3731292	scientific name	lotus
Piper guanacostense	NCBITaxon:3731322	scientific name	lotus
Piper hamiltonii	NCBITaxon:3731333	scientific name	lotus
Piper heterophyllum	NCBITaxon:3731351	scientific name	lotus
Piper holtonii	NCBITaxon:3731369	scientific name	lotus
Piper lanceaefolium	NCBITaxon:538291	synonym	lotus
Piper latifolium	NCBITaxon:405306	scientific name	lotus
Piper lhotzkyanum	NCBITaxon:3731510	scientific name	lotus
Piper mikanianum	NCBITaxon:3731613	scientific name	lotus
Piper montealegreanum	NCBITaxon:3731638	scientific name	lotus
Piper murrayanum	NCBITaxon:3731664	scientific name	lotus
Piper permucronatum	NCBITaxon:3731829	scientific name	lotus
Piper philippinum	NCBITaxon:3241120	scientific name	chebi_origins,lotus
Piper retrofractum	NCBITaxon:130414	scientific name	chebi_origins
Piper ridleyi	NCBITaxon:3241122	scientific name	lotus
Piper secundum	NCBITaxon:3344759	scientific name	lotus
Piper suipigua	NCBITaxon:3241125	scientific name	lotus
Piper taboganum	NCBITaxon:3732308	scientific name	lotus
Piptadenia retusa	NCBITaxon:3027968	scientific name	lotus
Piptocarpha opaca	NCBITaxon:3866204	scientific name	lotus
Piptocoma rufescens	NCBITaxon:3866238	scientific name	lotus
Piptolepis leptospermoides	NCBITaxon:3144815	scientific name	lotus
Piptostigma fugax	NCBITaxon:2986207	scientific name	lotus
Piptostigma glabrescens	NCBITaxon:2986208	scientific name	lotus
Pisonia umbellifera	NCBITaxon:169259	synonym	lotus
Pistacia weinmannifolia	NCBITaxon:371727	synonym	lotus
Pithomyces atro-olivaceus	NCBITaxon:227063	synonym	lotus
Pithomyces graminicola	NCBITaxon:3374136	scientific name	lotus
Pittocaulon hintonii	NCBITaxon:3866661	scientific name	lotus
Pittocaulon velatum	NCBITaxon:1707444	scientific name	chebi_origins
Pittosporum pancheri	NCBITaxon:3866761	scientific name	lotus
Plagiogyria falcata	NCBITaxon:3376900	scientific name	lotus
Plagiothecium undulatum	NCBITaxon:53003	scientific name	lotus
Planchonia grandis	NCBITaxon:3866898	scientific name	lotus
Planktothrix agardhii	NCBITaxon:1160	scientific name	cyanometdb
Planktothrix paucivesiculata	NCBITaxon:1678308	scientific name	cyanometdb
Planktothrix prolifica	NCBITaxon:54307	scientific name	cyanometdb
Planktothrix rubescens	NCBITaxon:59512	scientific name	cyanometdb
Planktothrix sp.	NCBITaxon:3088171	scientific name	cyanometdb
Plantago psyllium	NCBITaxon:197794	synonym	lotus
Plasmodium falciparum	NCBITaxon:5833	scientific name	bindingdb
Plasmodium falciparum (isolate K1 / Thailand)	NCBITaxon:5839	synonym	bindingdb
Platostoma palustre	NCBITaxon:2303480	scientific name	lotus
Platycapnos spicatus	NCBITaxon:200995	synonym	lotus
Platycapnos tenuilobus	NCBITaxon:1095361	synonym	lotus
Platycodon grandiflorum	NCBITaxon:94286	synonym	lotus
Platysace linearifolia	NCBITaxon:3867103	scientific name	lotus
Platysepalum inopinatum	NCBITaxon:3090464	scientific name	lotus
Plectonema radiosum	NCBITaxon:945768	scientific name	cyanometdb
Plectonema wollei	NCBITaxon:467598	synonym	lotus
Plectranthus ambiguus	NCBITaxon:3867234	scientific name	lotus
Plectranthus amboinicus	NCBITaxon:204180	synonym	lotus
Plectranthus crassus	NCBITaxon:204184	synonym	lotus
Plectranthus cylindraceus	NCBITaxon:204214	synonym	lotus
Plectranthus defoliatus	NCBITaxon:3780912	synonym	lotus
Plectranthus edulis	NCBITaxon:2171723	synonym	lotus
Plectranthus ernstii	NCBITaxon:3867251	scientific name	lotus
Plectranthus forsteri	NCBITaxon:3780935	synonym	lotus
Plectranthus grandidentatus	NCBITaxon:3780953	synonym	lotus
Plectranthus hadiensis	NCBITaxon:1281416	synonym	lotus
Plectranthus hereroensis	NCBITaxon:3780961	synonym	lotus
Plectranthus lanuginosus	NCBITaxon:2171724	synonym	lotus
Plectranthus mollis	NCBITaxon:1610804	synonym	lotus
Plectranthus purpuratus	NCBITaxon:3867280	scientific name	lotus
Plectranthus saccatus	NCBITaxon:1161399	scientific name	lotus
Plectranthus sanguineus	NCBITaxon:204192	synonym	lotus
Plectranthus scutellarioides	NCBITaxon:4142	synonym	lotus
Plectranthus sylvestris	NCBITaxon:2485406	synonym	lotus
Pleiogynium timorense	NCBITaxon:289743	synonym	lotus
Plenodomus biglobosus	NCBITaxon:220672	scientific name	lotus
Pleuropterus ciliinervis	NCBITaxon:76028	synonym	chebi_origins
Pleurostomophora	NCBITaxon:308472	synonym	lotus
Pleurozia acinosa	NCBITaxon:3063155	scientific name	lotus
Plexaura flava	NCBITaxon:308462	synonym	lotus
Plexaura porosa	NCBITaxon:3285840	scientific name	lotus
Plinia cerrocampanensis	NCBITaxon:3867538	scientific name	chebi_origins
Ploiarium elegans	NCBITaxon:3046148	scientific name	lotus
Plumbago rosea	NCBITaxon:122308	synonym	chebi_origins
Plumbago scandens	NCBITaxon:2038230	scientific name	chebi_origins
Plumeria acutifolia	NCBITaxon:890410	synonym	lotus
Plummera ambigens	NCBITaxon:3826074	synonym	chebi_origins
Poa juncifolia	NCBITaxon:368386	synonym	lotus
Poacynum pictum	NCBITaxon:377126	synonym	lotus
Pochonia chlamydosporia var. chlamydosporia	NCBITaxon:280754	synonym	lotus
Podalyria retzii	NCBITaxon:3089804	scientific name	lotus
Podanthus ovatifolius	NCBITaxon:3027755	scientific name	lotus
Podocarpus laetus	NCBITaxon:3711459	scientific name	lotus
Podophyllum hexandrum	NCBITaxon:93608	synonym	lotus
Podophyllum versipelle	NCBITaxon:93611	synonym	lotus
Podospora araneosa	NCBITaxon:573841	synonym	lotus
Podospora curvicolla	NCBITaxon:48157	synonym	lotus
Podospora decipiens	NCBITaxon:261697	synonym	lotus
Podospora pleiospora	NCBITaxon:261701	synonym	lotus
Poecillastra wondoensis	NCBITaxon:3080380	scientific name	lotus
Pogostemon cablin	NCBITaxon:28511	scientific name	chebi_origins
Pogostemon purpurascens	NCBITaxon:3868006	scientific name	lotus
Pogostemon travancoricus	NCBITaxon:3868018	scientific name	chebi_origins
Polhillides velutina	NCBITaxon:1977554	scientific name	lotus
Polyalthia barnesii	NCBITaxon:3057603	synonym	lotus
Polyalthia evecta	NCBITaxon:1310103	scientific name	chebi_origins
Polyalthia longifolia	NCBITaxon:235806	synonym	lotus
Polyalthia sclerophylla	NCBITaxon:235811	synonym	lotus
Polyalthia suaveolens	NCBITaxon:235734	synonym	lotus
Polyalthia viridis	NCBITaxon:235816	synonym	lotus
Polycitor proliferus	NCBITaxon:641088	scientific name	lotus
Polygala caudata	NCBITaxon:3025166	scientific name	lotus
Polygala gracilenta	NCBITaxon:3836266	scientific name	lotus
Polygala nyikensis	NCBITaxon:3836351	scientific name	lotus
Polygala pappeana	NCBITaxon:3836364	scientific name	lotus
Polygala ruwenzoriensis	NCBITaxon:3836408	scientific name	lotus
Polygala senega var. latifolia	NCBITaxon:174549	synonym	chebi_origins
Polygonatum sewerzowii	NCBITaxon:3836467	scientific name	lotus
Polygonum bistorta	NCBITaxon:125587	synonym	lotus
Polygonum coriarium	NCBITaxon:457182	synonym	lotus
Polygonum glaucum	NCBITaxon:3836491	scientific name	lotus
Polygonum hydropiper	NCBITaxon:46901	synonym	lotus
Polygonum lapathifolium	NCBITaxon:430754	synonym	lotus
Polygonum persicaria	NCBITaxon:457184	synonym	lotus
Polygonum salicifolium	NCBITaxon:580470	synonym	chebi_origins,lotus
Polygonum senticosum	NCBITaxon:61509	synonym	lotus
Polygonum weyrichii	NCBITaxon:130758	synonym	lotus
Polyneura hilliae	NCBITaxon:136797	synonym	lotus
Polyporus australiensis	NCBITaxon:2979130	synonym	lotus
Polyporus badius	NCBITaxon:196231	synonym	lotus
Polyporus picipes	NCBITaxon:3707414	scientific name	lotus
Polyporus pini	NCBITaxon:108901	synonym	lotus
Polyporus sanguineus	NCBITaxon:158606	synonym	lotus
Polypus dispansus	NCBITaxon:442949	scientific name	lotus
Polyspora dassanayakei	NCBITaxon:3869174	scientific name	lotus
Polytrichum ohioense	NCBITaxon:752062	synonym	lotus
Pomaderris apetala	NCBITaxon:3869386	scientific name	lotus
Pometia ridleyi	NCBITaxon:3869459	scientific name	lotus
Poncirus trifoliata	NCBITaxon:37690	synonym	lotus
Pongamia glabra	NCBITaxon:56065	synonym	lotus
Pongamiopsis pervilleana	NCBITaxon:3091393	scientific name	lotus
Poraqueiba paraensis	NCBITaxon:3869550	scientific name	lotus
Porcelia macrocarpa	NCBITaxon:2873998	scientific name	lotus
Porella elegantula	NCBITaxon:3715143	scientific name	lotus
Poria weirii	NCBITaxon:135589	synonym	lotus
Porophyllum obscurum	NCBITaxon:3869559	scientific name	lotus
Porphyra perforata	NCBITaxon:182771	synonym	lotus
Porphyra tenera	NCBITaxon:2785	synonym	lotus
Porphyra yezoensis	NCBITaxon:2788	synonym	lotus
Portieria hornemannii	NCBITaxon:128534	scientific name	lotus
Portulaca sativa	NCBITaxon:1150915	synonym	lotus
Potamogeton ferrugineus	NCBITaxon:1899572	scientific name	lotus
Potentilla fruticosa	NCBITaxon:32239	synonym	lotus
Poterium ancistroides	NCBITaxon:137454	synonym	lotus
Pouzolzia occidentalis	NCBITaxon:3870087	scientific name	lotus
Praxelis diffusa	NCBITaxon:3475019	scientific name	lotus
Premna corymbosa	NCBITaxon:3071406	scientific name	lotus
Premna mollissima	NCBITaxon:3351360	scientific name	lotus
Premna oligotricha	NCBITaxon:3714005	scientific name	lotus
Premna resinosa	NCBITaxon:3714006	scientific name	lotus
Premna schimperi	NCBITaxon:3870147	scientific name	lotus
Prenanthes trifoliolata	NCBITaxon:883029	synonym	lotus
Presliophytum arequipensis	NCBITaxon:228062	synonym	lotus
Presliophytum malesherbioides	NCBITaxon:193479	scientific name	lotus
Priestleya capitata	NCBITaxon:362221	synonym	lotus
Priestleya hirsuta	NCBITaxon:380776	synonym	lotus
Priestleya latifolia	NCBITaxon:380777	synonym	lotus
Primula acaulis	NCBITaxon:175104	synonym	lotus
Primula officinalis	NCBITaxon:170927	synonym	lotus
Proboscidea louisianica	NCBITaxon:9786	scientific name	lotus
Prochloron didemni	NCBITaxon:1216	scientific name	cyanometdb
Prochloron sp.	NCBITaxon:1215	scientific name	cyanometdb
Propionibacterium thoenii	NCBITaxon:1751	synonym	lotus
Prorocentrum	NCBITaxon:2944	scientific name	lotus
Prosopis juliflora	NCBITaxon:3128859	synonym	lotus
Prosthechea bulbosa	NCBITaxon:3064599	scientific name	lotus
Prosthechea campos-portoi	NCBITaxon:3064601	scientific name	lotus
Prosthechea michuacana	NCBITaxon:3064618	scientific name	lotus
Protium crenatum	NCBITaxon:3870468	scientific name	lotus
Protium tonkinense	NCBITaxon:318968	scientific name	lotus
Protostropharia semiglobata	NCBITaxon:181781	scientific name	lotus
Prunus amygdalus	NCBITaxon:3755	synonym	lotus
Prunus itosakura	NCBITaxon:2986971	scientific name	lotus
Prunus serrulata f. spontanea	NCBITaxon:97325	synonym	lotus
Prunus serrulata var. spontanea	NCBITaxon:97325	synonym	lotus
Prunus spachiana	NCBITaxon:97320	synonym	lotus
Prunus turfosa	NCBITaxon:3091687	scientific name	lotus
Prunus ulmifolia	NCBITaxon:3091688	scientific name	lotus
Psacalium decompositum	NCBITaxon:3870625	scientific name	lotus
Psacalium radulifolium	NCBITaxon:3870655	scientific name	lotus
Psephellus carthalinicus	NCBITaxon:3839815	scientific name	lotus
Psephellus colchicus	NCBITaxon:3839819	scientific name	lotus
Psephellus daghestanicus	NCBITaxon:3839823	scientific name	lotus
Psephellus dealbatus	NCBITaxon:41526	synonym	lotus
Psephellus declinatus	NCBITaxon:3839825	scientific name	lotus
Psephellus huber-morathii	NCBITaxon:3839837	scientific name	lotus
Psephellus integrifolius	NCBITaxon:3839839	scientific name	lotus
Psephellus karabaghensis	NCBITaxon:3839841	scientific name	lotus
Psephellus leucophyllus	NCBITaxon:3839847	scientific name	lotus
Psephellus nogmovii	NCBITaxon:1291633	synonym	lotus
Psephellus schischkinii	NCBITaxon:3839863	scientific name	lotus
Psephellus simplicicaulis	NCBITaxon:3074735	scientific name	lotus
Psephellus somcheticus	NCBITaxon:3839867	scientific name	lotus
Psephellus zangezuri	NCBITaxon:3839877	scientific name	lotus
Pseudallescheria apiosperma	NCBITaxon:563466	synonym	lotus
Pseudallescheria boydii	NCBITaxon:5597	synonym	lotus
Pseudanabaena galeata	NCBITaxon:1112103	scientific name	cyanometdb
Pseudanabaena sp.	NCBITaxon:1153	scientific name	cyanometdb
Pseudoarachniotus roseus	NCBITaxon:166389	synonym	lotus
Pseudocnus echinatus	NCBITaxon:2592315	scientific name	lotus
Pseudocydonia sinensis	NCBITaxon:36622	scientific name	lotus
Pseudocyphellaria bartlettii	NCBITaxon:3734941	scientific name	lotus
Pseudocyphellaria granulata	NCBITaxon:176473	synonym	lotus
Pseudocyphellaria rubella	NCBITaxon:3397984	scientific name	lotus
Pseudodistoma antinboja	NCBITaxon:2979654	scientific name	lotus
Pseudodistoma kanoko	NCBITaxon:641090	scientific name	lotus
Pseudognaphalium brachypterum	NCBITaxon:3398157	scientific name	lotus
Pseudognaphalium canescens	NCBITaxon:3398158	scientific name	lotus
Pseudognaphalium dysodes	NCBITaxon:3870737	scientific name	lotus
Pseudognaphalium heterotrichum	NCBITaxon:1442707	scientific name	lotus
Pseudognaphalium lanuginosum	NCBITaxon:3398167	scientific name	lotus
Pseudognaphalium liebmannii	NCBITaxon:3398169	scientific name	lotus
Pseudognaphalium robustum	NCBITaxon:3391813	scientific name	lotus
Pseudognaphalium undulatum	NCBITaxon:1754130	scientific name	lotus
Pseudogynoxys engleri	NCBITaxon:3870773	scientific name	lotus
Pseudogynoxys sonchoides	NCBITaxon:3138601	scientific name	lotus
Pseudolycopodiella affinis	NCBITaxon:462212	scientific name	lotus
Pseudolycopodium densum	NCBITaxon:73627	scientific name	lotus
Pseudopterogorgia americana	NCBITaxon:204378	synonym	lotus
Pseudotsuga sinensis var. sinensis	NCBITaxon:3078751	scientific name	lotus
Pseudowintera insperata	NCBITaxon:3870977	scientific name	lotus
Psidium acutangulum	NCBITaxon:1835410	scientific name	lotus
Psidium guajava	NCBITaxon:120290	scientific name	chebi_origins
Psidium guyanense	NCBITaxon:3871000	scientific name	lotus
Psilocybe subcaerulipes	NCBITaxon:3085227	scientific name	lotus
Psilostrophe villosa	NCBITaxon:3240796	scientific name	lotus
Psoralea arborea	NCBITaxon:546737	scientific name	lotus
Psoralea fascicularis	NCBITaxon:3871172	scientific name	lotus
Psoralea papillosa	NCBITaxon:3871181	scientific name	lotus
Psoralea subacaulis	NCBITaxon:458383	synonym	lotus
Psoroma pallidum	NCBITaxon:578682	synonym	lotus
Psoroma sphinctrinum	NCBITaxon:578683	synonym	lotus
Psorospermum adamauense	NCBITaxon:3871189	scientific name	lotus
Psorospermum aurantiacum	NCBITaxon:3871192	scientific name	lotus
Psorospermum glaberrimum	NCBITaxon:3871197	scientific name	lotus
Psorospermum guineense	NCBITaxon:999599	scientific name	lotus
Psorospermum laurentii	NCBITaxon:2704497	scientific name	lotus
Psorospermum molluscum	NCBITaxon:3871202	scientific name	lotus
Psorospermum orientale	NCBITaxon:1390553	scientific name	lotus
Psychotria calocarpa	NCBITaxon:3772053	scientific name	lotus
Psychotria forsteriana	NCBITaxon:1277318	synonym	lotus
Psychotria lyciiflora	NCBITaxon:1277320	synonym	lotus
Psychotria oleoides	NCBITaxon:180038	synonym	lotus
Psychotria rostrata	NCBITaxon:3080914	synonym	lotus
Ptelea aptera	NCBITaxon:3871313	scientific name	lotus
Pteridium aquilinum var. latiusculum	NCBITaxon:104587	synonym	lotus
Pteris palmiformis	NCBITaxon:3471475	synonym	lotus
Pterocarpus marsupium	NCBITaxon:1071187	scientific name	chebi_origins
Pterocladia capillacea	NCBITaxon:70838	synonym	lotus
Pterodon apparicioi	NCBITaxon:3040932	scientific name	lotus
Pteronia eenii	NCBITaxon:3118480	scientific name	lotus
Pteronia stricta	NCBITaxon:3871486	scientific name	lotus
Pteronia uncinata	NCBITaxon:3118495	scientific name	lotus
Pteroselinum austriacum	NCBITaxon:203897	synonym	lotus
Pterosiphonia pennata	NCBITaxon:1261578	synonym	lotus
Ptilostemon diacantha	NCBITaxon:313540	synonym	lotus
Ptychostomum pseudotriquetrum	NCBITaxon:200811	scientific name	lotus
Puccionia macradenia	NCBITaxon:2894885	scientific name	lotus
Pueraria montana var. montana	NCBITaxon:3031840	scientific name	lotus
Pulchrocladia retipora	NCBITaxon:50930	scientific name	lotus
Pulicaria angustifolia	NCBITaxon:3871870	scientific name	lotus
Pulicaria crispa	NCBITaxon:119186	synonym	lotus
Pulicaria gnaphalodes	NCBITaxon:3871882	scientific name	lotus
Pulicaria sicula	NCBITaxon:3871892	scientific name	lotus
Pulicaria undulata	NCBITaxon:119186	synonym	lotus
Pullularia	NCBITaxon:86339	scientific name	lotus
Pulsatilla alpina	NCBITaxon:470566	scientific name	lotus
Pulsatilla ambigua	NCBITaxon:2546306	synonym	lotus
Pulsatilla montana	NCBITaxon:387932	synonym	lotus
Pulsatilla turczaninovii	NCBITaxon:748721	synonym	lotus
Pulsatilla vernalis	NCBITaxon:445233	synonym	lotus
Pultenaea altissima	NCBITaxon:3734224	scientific name	lotus
Purshia mexicana	NCBITaxon:1795987	scientific name	lotus
Puya assurgens	NCBITaxon:3871923	scientific name	lotus
Pycnarrhena manillensis	NCBITaxon:3872120	scientific name	lotus
Pycnocycla tomentosa	NCBITaxon:3872144	scientific name	lotus
Pycnoporus cinnabarinus	NCBITaxon:5643	synonym	lotus
Pyramimonas amylifera	NCBITaxon:1486889	synonym	lotus
Pyrenacantha kaurabassana	NCBITaxon:3872164	scientific name	lotus
Pyrenopeziza benesuada	NCBITaxon:2705607	synonym	lotus
Pyrolirion flavum	NCBITaxon:3872199	scientific name	lotus
Pyrrhopappus rothrockii	NCBITaxon:3872252	scientific name	lotus
Pyrus bretschneideri	NCBITaxon:225117	equivalent name	lotus
Pyrus lanata	NCBITaxon:3095447	synonym	lotus
Pyrus vestita	NCBITaxon:3850611	synonym	lotus
Pythium irregulare	NCBITaxon:36331	synonym	lotus
Pyura microcosmus	NCBITaxon:1206975	scientific name	lotus
Qualea labouriauana	NCBITaxon:3872324	scientific name	lotus
Quercus myrsinaefolia	NCBITaxon:57648	synonym	lotus
Rabelera holostea	NCBITaxon:581250	scientific name	lotus
Radermachera boniana	NCBITaxon:3830937	scientific name	chebi_origins,lotus
Rafnia opposita	NCBITaxon:3091719	scientific name	lotus
Ramboldia petraeoides	NCBITaxon:436312	synonym	lotus
Ranunculus ficaria	NCBITaxon:79245	synonym	lotus
Ranunculus ololeucos	NCBITaxon:2604291	scientific name	lotus
Ranunculus serpens	NCBITaxon:320423	synonym	lotus
Raoulia petriensis	NCBITaxon:3873978	scientific name	lotus
Raphidiopsis mediterranea	NCBITaxon:312885	scientific name	cyanometdb
Raphidiopsis raciborskii	NCBITaxon:77022	synonym	lotus
Raputia megalantha	NCBITaxon:3874044	scientific name	lotus
Raputia simulans	NCBITaxon:3874047	scientific name	lotus
Rattus norvegicus	NCBITaxon:10116	scientific name	bindingdb
Rauvolfia leucopoda	NCBITaxon:3874065	scientific name	lotus
Rauvolfia linearifolia	NCBITaxon:3874066	scientific name	lotus
Rauvolfia obscura	NCBITaxon:3874071	scientific name	chebi_origins
Rauvolfia sevenetii	NCBITaxon:3874078	scientific name	lotus
Rauvolfia spathulata	NCBITaxon:3874079	scientific name	lotus
Rauvolfia volkensii	NCBITaxon:947905	scientific name	chebi_origins
Rauvolfia vomitoria	NCBITaxon:403115	scientific name	chebi_origins
Reissantia indica	NCBITaxon:123465	synonym	lotus
Relhania acerosa	NCBITaxon:1462989	synonym	lotus
Relhania calycina	NCBITaxon:496644	synonym	lotus
Relhania fruticosa	NCBITaxon:112393	synonym	lotus
Remirea maritima	NCBITaxon:167995	synonym	lotus
Renealmia chrysotricha	NCBITaxon:3874206	scientific name	lotus
Resinicium pinicola	NCBITaxon:467961	synonym	lotus
Reynoutria sachalinensis	NCBITaxon:76036	scientific name	lotus
Rhabdastrella distincta	NCBITaxon:3080321	scientific name	lotus
Rhabdastrella wondoensis	NCBITaxon:3080320	scientific name	lotus
Rhamnus erythroxyloides	NCBITaxon:3091430	scientific name	lotus
Rhamnus petiolaris	NCBITaxon:3810708	scientific name	chebi_origins,lotus
Rhamnus thymifolia	NCBITaxon:3810719	scientific name	lotus
Rhanteriopsis bombycina	NCBITaxon:3810729	scientific name	lotus
Rhaphiolepis loquata	NCBITaxon:32224	synonym	lotus
Rhaponticoides africana	NCBITaxon:2950952	synonym	lotus
Rhaponticum chinense	NCBITaxon:3122714	scientific name	lotus
Rheum emodi	NCBITaxon:284363	synonym	lotus
Rheum inopinatum	NCBITaxon:3810848	scientific name	lotus
Rheum maximowiczii	NCBITaxon:3810852	scientific name	lotus
Rheum ribes	NCBITaxon:1207382	scientific name	lotus
Rheum subacaule	NCBITaxon:3810855	scientific name	lotus
Rheum yunnanense	NCBITaxon:3810857	scientific name	lotus
Rhinotropis nitida	NCBITaxon:3091435	scientific name	lotus
Rhizobium lupini	NCBITaxon:136996	synonym	lotus
Rhizobium radiobacter	NCBITaxon:362	synonym	lotus
Rhizobium rhizogenes	NCBITaxon:359	synonym	lotus
Rhizobium trifolii	NCBITaxon:384	synonym	lotus
Rhizoctonia leguminicola	NCBITaxon:1541393	synonym	lotus
Rhizogonium dozyanum	NCBITaxon:279296	synonym	lotus
Rhizopogon pumilionum	NCBITaxon:217304	scientific name	lotus
Rhizopus oryzae	NCBITaxon:64495	synonym	lotus
Rhizopycnis vagum	NCBITaxon:1589764	synonym	lotus
Rhodanthe propinqua	NCBITaxon:3874453	scientific name	lotus
Rhodanthe sterilescens	NCBITaxon:3874460	scientific name	lotus
Rhodanthe stricta	NCBITaxon:3874461	scientific name	lotus
Rhodobacter sphaeroides	NCBITaxon:1063	synonym	lotus
Rhodocista centenaria	NCBITaxon:34018	synonym	lotus
Rhododendron christi	NCBITaxon:228359	synonym	lotus
Rhododendron collettianum	NCBITaxon:3874552	scientific name	chebi_origins,lotus
Rhododendron culminicolum	NCBITaxon:228361	synonym	lotus
Rhododendron meijeri	NCBITaxon:3874669	scientific name	lotus
Rhododendron micromalayanum	NCBITaxon:3874673	scientific name	lotus
Rhododendron nervulosum	NCBITaxon:3874694	scientific name	lotus
Rhododendron thymifolium	NCBITaxon:2575814	scientific name	chebi_origins
Rhodomonas	NCBITaxon:37096	scientific name	lotus
Rhodospirillum photometricum	NCBITaxon:1084	synonym	lotus
Rhodostemonodaphne miranda	NCBITaxon:3874928	scientific name	lotus
Rhodotorula aurantiaca	NCBITaxon:91979	synonym	lotus
Rhodotorula gracilis	NCBITaxon:5286	synonym	lotus
Rhodotorula minuta	NCBITaxon:29899	synonym	lotus
Rhus vernicifera	NCBITaxon:4013	synonym	lotus
Rhynchosia cana	NCBITaxon:3839374	scientific name	lotus
Rhynchosia densiflora	NCBITaxon:3839753	scientific name	lotus
Rhynchosia heynei	NCBITaxon:3390432	scientific name	lotus
